"UT","PT","TI","AF","CR","AU","SO","LA","DT","AB","RP","NR","TC","Z9","U1","U2","PU","PI","PA","SN","J9","JI","PD","PY","VL","IS","BP","EP","DI","PG","WC","SC","GA","DE","ID","C1","EM","AR","FU","FX","PM","EI","SI","BE","SE","CT","CY","CL","SP","HO","BN","PN","RI","OI","SU","GP","MA","BA","BF","numAuthors"
"WOS:000306393400005","J","London, Berlin, Moscow and Estonia's Coup of 1934","Valge, Jaak","[Anonymous], 1958, DOCUMENTS BRIT FOREI, P736|Arumae H., 2004, AASTA 12 MARTS KAASA, P31|Baykov Alexander, 1946, SOVIET FOREIGN TRADE|Braunthal J., 1967, HIST INT, VII, P391|Firsov F., 2007, SEKRETNYE KODY ISTOR, P175|Ilmjarv M., 2010, HAALETU ALISTUMINE 2, P144|Ilmjarv M., 2010, ACTA HIST TALLINNENS, p[101, 95]|Ilmjarv M., 2004, HAALETU ALISTUMINE E, P149|Ilmjarv M., 2004, SILENT SUBMISSION FO, P98|Ilmjarv M., 1999, ACTA HIST TALLINENSI, P205|Ilmjarv M., 2004, HAALETU ALISTUMINE, P128|ja A. Komjathy, 1980, GERMAN MINORITIES 3, P12|Karo A., 2008, NKVD VALISLUURE TALL, P7|Kasekamp A., 1999, RADICAL RIGHT INTERW|Kasekamp A., 1999, RADICAL RIGHT INTERW, p[65, 156, 158]|Ken O., 2000, POLITBJURO CK VK B P|Ken O., POLITBJURO CK VK B P, P426|Ken O., 2000, RUPASOV POLITBJURO C, P624|Ken O., POLITBJURO CK VK B P, P449|Ken O., 2005, PUBLIKATSIJA MUZEJA, P240|Kuuli O., SOTSIALISTID JA KOMM, P48|Laurits K., 2007, SAKSA KULTUUROMAVALI, P87|Laurits K., SAKSA KULTUUROMAVALI, P88|llmjarv M., NOUKOGUDE FAKTORIST, P77|Lohmus A., 2007, POSTIMEES|Mae H., 2005, MALESTUSED VAIKIV AJ, P100|Marandi R., MUST VALGE LIPU ALL, p[332, 482, 490]|Marandi R., MUST VALGE LIPU ALL, P378|Marandi R., MUST VALGE LIPU ALL, P440|McKenzi K. E., 1964, COMINTERN WORLD REVO, P284|Nadzafov D., 2006, SOVETSKO GERMANSKII, P7|Niidassoo K., 2000, EESTIMAA KOMMUNISTLI, P68|Pihlamagi M., 2004, VAIKERIIK MAAILMATUR, P222|Rosenthal R., 2010, SODA PARAST RAHU EES, P475|Sirinja K., 2006, KOMINTERN 1933 GODU, V1933, p[173, 176, 179, 505]|Sokolov V., 2006, DEJATEL NOST SOVETSK, P114|Tomingas M. W., 1992, MALESTUSED VAIKIV AJ, p[322, 358]|Valge J., 2011, J CONT HIST|Valge J., 2009, EESTI VABADUSSOJALAS, P58|Valge J., 2007, KONSTANTIN PATS, V12, P56|Valge J., J BALTIC STUDIES|Valge J., KONSTANTIN PATS, V12, P52|Varrak T., 2001, POLIITIKA VOI TEADUS, P81","Valge, J","TUNA-AJALOOKULTUURI AJAKIRI","Estonian","Article","The coup that took place in Estonia on 12 March 1934, which also meant the loss of democracy for Estonia, was a sharp conflict between internal forces in Estonia. Yet the force fields of the interests of three great powers the Soviet Union, the United Kingdom, and Germany also intersected in Estonia. The communist Soviet Union, with a population 150 times larger than that of Estonia, and Nazi Germany, with a population 60 times larger than Estonia's, were considered threats to security in Estonia. The democratic United Kingdom, on the other hand, was considered Estonia's greatest friend and influential supporter. This article considers the attitudes and actions of these three great powers in 1933 and 1934.|The United Kingdom had practically no interest whatsoever in influencing Estonian domestic politics and it is a known fact that it did not make a single attempt to do so. The reason for this was the low priority of the Baltic region in London's view. London was primarily interested in restraining Germany's influence in the Baltic region and in Estonia's domestic conditions only as far as they related to that background. Information concerning Estonia was deficient and policymakers in London most likely believed for some time prior to and after the coup that the members of the movement of veterans of Estonia's war of independence had close connections to Germany's Nazis, and Konstantin Pats and Johan Laidoner carried out the coup to prevent them from taking power.|The limited steps taken by the Soviet Union's People's Commissariat for Foreign Affairs aimed at supporting Pats in the election for Head of State turned out to be ineffective and were implemented too late, and thus did not improve Pats's chances to any significant degree. Economic leverage was not used. The Estonian Communist Party was a zombie organisation, which was a subordinate branch of the Comintern, which was in turn directed by the Kremlin. At best, the Estonian Communist Party could perhaps destabilise Estonia's domestic politics, but it could not direct it. The cooperation of Estonian socialists with Moscow doubtless exacerbated Estonia's domestic political situation but not decisively. Thus the Soviet Union's interference was not determinative in Estonia's loss of democracy.|Even though there is less certainty concerning Berlin's policy due to a lack of available information, it appears that Germany's attempts to influence Estonia's domestic politics in its preferred direction were also limited in scope. Similarly to the Soviet Union, Germany's options were limited because Germany was also seen as a threat to security in Estonia, and Germany's threats or obvious attempts at ""positive involvement"" could have disposed the people against pro-German politicians altogether. In summary, the article concludes that the coup of 1934 was the result of Estonia's domestic political processes.","Valge, J (reprint author), Praegu Eesti Demograafia Inst, Prague, Czech Republic.","43","0","0","1","1","RAHVUSARHIV-NATL ARCH ESTONIA","TALLINN","TONISMAGI 16, TALLINN, 10119, ESTONIA","1406-4030","TUNA-AJALOOKULT AJAK","Tuna-Ajalookultuuri Ajak.","","2012","15","1","38","+","","25","History","History","973XJ","","","[Valge, Jaak] Praegu Eesti Demograafia Inst, Prague, Czech Republic.","","","","","","","","","","","","","","","","","","","","","","","","1"
"WOS:000364312100001","J","Legitimation Crisis? On the Political Contradictions of Financialized|Capitalism","Fraser, Nancy","Fraser N, 2014, NEW LEFT REV, P55|Brown W, 2006, POLIT THEORY, V34, P690, DOI 10.1177/0090591706293016|Fraser N, 2013, NEW LEFT REV, P119|Arrighi G., 1994, LONG 20 CENTURY MONE|Crouch C., 2011, STRANGE NONDEATH NEO|Fraser N, 2014, TRANSNATIONALIZING P|Fraser Nancy, CONCEPTUALIZIN UNPUB|Gill Stephen, 2015, NEW CONSTITUTIONALIS, P29|Gill Stephen, 1998, PAC REV, V10, P23, DOI DOI 10.1080/14781159808412845|Streeck W, 2014, BUYING TIME DELAYED|Streeck Wolfgang, 2015, C LEG CRIS CAP HIST|Thompson John B., 2012, AFTERMATH CULTURES E, P59|Wallerstein I, 1974, MODERN WORLD SYSTEM|Wood Ellen Meiksins, 1981, NEW LEFT REV, VI, P66","Fraser, N","Critical Historical Studies","English","Article","Facade democracy. Post-democracy, Zombie democracy. De-democratization. In proliferating such terms, many observers posit that living through a ""crisis of democracy,"" But what exactly is in crisis here? I argue that democracy's present travails are best understood as expressions, under historically specific contemporary conditions, of a general tendency to political crisis that is intrinsic to capitalist societies. I elaborate this thesis in three steps. First, I propose a general account of ""the political contradiction of capitalism"" as such, without reference to any particular historical form. Then, I reconstruct Jurgen Habermas's 1973 book, Legitimation Crisis, as an account of the form this political contradiction assumed in one specific phase of capitalist society, namely, the state-managed capitalism of the post World War 11 era. Finally, I sketch an account of democracy's current ills as expressions of capitalism's political contradiction in its present, financialized phase.","Fraser, N (reprint author), New Sch Social Res, New York, NY 10011 USA.","14","0","0","0","0","UNIV CHICAGO PRESS","CHICAGO","1427 E 60TH ST, CHICAGO, IL 60637-2954 USA","2326-4462","CRIT HIST STUD","Crit. Hist. Stud.","FAL","2015","2","2","157","189","10.1086/683054","33","History","History","CV5LL","","","New Sch Social Res, New York, NY 10011 USA.","","","","","","2326-4470","","","","","","","","","","","","","","","","","","1"
"WOS:000312603400028","J","Twitter Zombie: Architecture for Capturing, Socially Transforming and|Analyzing the Twittersphere","Black, Alan|Mascaro, Christopher|Gallagher, Michael|Goggins, Sean P.","Akcora C. G., 2010, SOMA 2010 P 1 WORKSH, P62, DOI DOI 10.1145/1964858.1964867|Heverin T, 2012, J AM SOC INF SCI TEC, V63, P34, DOI 10.1002/asi.21685|Bollen J, 2011, J COMPUT SCI-NETH, V2, P1, DOI 10.1016/j.jocs.2010.12.007|Golbeck J, 2010, J AM SOC INF SCI TEC, V61, P1612, DOI 10.1002/asi.21344|Naaman M, 2011, J AM SOC INF SCI TEC, V62, P902, DOI 10.1002/asi.21489|Bae Y., 2011, ICHIT 2011, P732|Bakshy E., 2011, WSDM|Barbosa L., 2010, INT C COMP LING, P36|Bermingham A., 2010, CIKM|Bigonha C. A. S., 2010, BRAZ S MULT WEB WEBM|Cha M., 2010, ICWSM 4|Chew C., 2010, PLOS ONE, V5|Conover M. D., 2011, ICWSM 5|Culotta A., 2010, WORKSH SOC MED AN 1|Diakopoulos N. A., 2010, CHI|Fonseca A., 2011, 1 DOCT WORKSH COMPL|Gentry J., 2012, TWITTER PACKAGE R|Golder S., 2010, HAW INT C SYST SCI|Gruzd A., 2011, HAW INT C SYST SCI 4|Guerra P. H. C., 2011, KDD|Hanna A., 2011, ICWSM|Hansen DL, 2011, ANALYZING SOCIAL MEDIA NETWORKS WITH NODEXL: INSIGHTS FROM A CONNECTED WORLD, P1|Honeycutt C., 2009, HAW INT C SYST SCI, P43|Howison J., 2012, J ASS INFORM SYSTEMS, V12|Huang J., 2010, CONVERSATIONAL TAGGI|Hughes A. L., 2009, ISCRAM 6|Java A., 2007, WEBKDD SNA KDD WORKS|Jurgens P, 2011, WEBSCI|Kim M., 2012, SCIENTOMETRICS, V90, P1|Krishnamurthy B., 2008, WOSN|Kwak H., 2010, WHAT IS TWITTER SOCI|Lerman K., 2010, ICWSM 4|Livne Avishay, 2011, ICWSM 5|Marwick A. E., 2011, NEW MEDIA SOC, V13|Meador C., 2009, ANAL RELATIONSHIP TW|Metaxas P. T., 2011, INT C SOC COMP, P165, DOI 10.1109/PAS-SAT/SocialCom.2011.98|Murthy D., 2011, IEEE INT C SEM COMP|Mustafaraj E., 2011, INT C SOC COMP|Mustafaraj E., 2011, WORKSH AN MICR|Pole A., 2011, STAT POL POL C 11|Quercia D., 2012, TRACKING CROSS COMMU|Romero D. M., 2011, DIFFERENCES MECH INF|Starbird K., 2010, CHATTER RED WHAT HAZ|Sutton J., 2008, INF SYST CRIS RESP M|Tumasjan A., 2010, ICWSM 4|Werry CC, 1996, COMPUTER MEDIATED CO|Williams C., 2008, WHAT IS SOCIAL NETWO|Wohn D. Y., 2011, 1 MONDAY, V16|Zelenkauskaite A., 2008, HAW INT C SYST SCI, P41|Zhao S., 2011, ARXIV11064300","Black, A|Mascaro, C|Gallagher, M|Goggins, SP","PROCEEDINGS OF THE 17TH ACM INTERNATIONAL CONFERENCE ON SUPPORTING GROUP|WORK","English","Proceedings Paper","Social computational systems emerge in the wild on popular social networking sites like Facebook and Twitter, but there remains confusion about the relationship between social interactions and the technical traces of interaction left behind through use. Twitter interactions and social experience are particularly challenging to make sense of because of the wide range of tools used to access Twitter (text message, website, iPhone, TweetDeck and others), and the emergent set of practices for annotating message context (hashtags, reply to's and direct messaging). Further, Twitter is used as a back channel of communication in a wide range of contexts, ranging from disaster relief to watching television. Our study examines Twitter as a transport protocol that is used differently in different sociotechnical contexts, and presents an analysis of how researchers might begin to approach studies of Twitter interactions with a more reflexive stance toward the application programming interfaces (APIs) Twitter provides. We conduct a careful review of existing literature examining socio-technical phenomena on Twitter, revealing a collective inconsistency in the description of data gathering and analysis methods. In this paper, we present a candidate architecture and methodological approach for examining specific parts of the Twittersphere. Our contribution begins a discussion among social media researchers on the topic of how to systematically and consistently make sense of the social phenomena that emerge through Twitter. This work supports the comparative analysis of Twitter studies and the development of social media theories.","Black, A (reprint author), Drexel Univ, Philadelphia, PA 19104 USA.","50","6","6","0","13","ASSOC COMPUTING MACHINERY","NEW YORK","1515 BROADWAY, NEW YORK, NY 10036-9998 USA","","","","","2012","","","229","238","","10","Computer Science, Hardware & Architecture; Computer Science, Theory &|Methods","Computer Science","BDC48","Twitter; data collection; data management; methods; social media","","[Black, Alan; Mascaro, Christopher; Gallagher, Michael; Goggins, Sean P.] Drexel Univ, Philadelphia, PA 19104 USA.","aeblack@gmail.com; cmascaro@gmail.com; michael.gallagher24@gmail.com;|outdoors@acm.org","","","","","","","","","17th ACM International Conference on Supporting Group Work (GROUP)","OCT 27-31, 2012","Sanibel Island, FL","Assoc Comp Machinery (ACM), Assoc Comp Machinery (ACM) SIGCHI","","978-1-4503-1486-2","","","","","ACM","","","","4"
"WOS:000287978005128","S","Global Network Pandemic - The Silent Threat","Grabowski, Darren","","Grabowski, D","GLOBECOM 2008 - 2008 IEEE GLOBAL TELECOMMUNICATIONS CONFERENCE","English","Proceedings Paper","The paper discusses the threat of botnets on the Internet. Botnets are group of infected machine across the Internet controlled by one machine acting as a ""zombie"" (computer).","Grabowski, D (reprint author), NTT Amer Global IP Network Secur & Abuse Team, New York, NY 10178 USA.","0","0","0","1","1","IEEE","NEW YORK","345 E 47TH ST, NEW YORK, NY 10017 USA","1930-529X","GLOB TELECOMM CONF","","","2008","","","","","10.1109/GLOCOM.2008.ECP.1064","5","Engineering, Electrical & Electronic; Telecommunications","Engineering; Telecommunications","BTS44","","","NTT Amer Global IP Network Secur & Abuse Team, New York, NY 10178 USA.","","","","","","","","","IEEE Global Telecommunications Conference (Globecom)","IEEE Global Telecommunications Conference (GLOBECOM 08)","NOV 30-DEC 04, 2008","New Orleans, LA","IEEE","","978-1-4244-2324-8","","","","","IEEE","","","","1"
"WOS:000251627600004","J","Zombie 'roaches","Phillips, Kathryn","Rosenberg LA, 2007, J EXP BIOL, V210, P4411, DOI 10.1242/jeb.010488","Phillips, K","JOURNAL OF EXPERIMENTAL BIOLOGY","English","Editorial Material","","","1","0","0","2","2","COMPANY OF BIOLOGISTS LTD","CAMBRIDGE","BIDDER BUILDING CAMBRIDGE COMMERCIAL PARK COWLEY RD, CAMBRIDGE CB4 4DL,|CAMBS, ENGLAND","0022-0949","J EXP BIOL","J. Exp. Biol.","DEC 15","2007","210","24","iii","iii","10.1242/jeb.014761","1","Biology","Life Sciences & Biomedicine - Other Topics","240ZV","","","","kathryn@biologists.com","","","","","","","","","","","","","","","","","","","","","","","1"
"WOS:000233604500005","J","The zombie in/as the text: Zora Neale Hurston's 'Tell My Horse'","Emery, AF","Behar R, 1996, VULNERABLE OBSERVER|Clifford J., 1986, WRITING CULTURE POET, P98|Clifford J., 1988, PREDICAMENT CULTURE|CRONIN GL, 1998, CRITICAL ESSAYS ZORA|Dunham Katherine, 1994, ISLAND POSSESSED|DUTTON W, 1993, FRONTIERS, V13, P131, DOI 10.2307/3346733|Gates Henry Louis, 1988, SIGNIFYING MONKEY TH|Gordon Deborah, 1990, MODERNIST ANTHR FIEL, P146|Hemenway Robert E., 1977, ZORA NEALE HURSTON L|Hernandez Graciella, 1995, WOMEN WRITING CULTUR, P148|hooks bell, 1990, YEARNING RACE GENDER|HURSTON ZN, 1996, COMPLETE STORIES|HURSTON ZN, 1978, EYES WERE WATCHING G|Hurston Zora Neale, 1978, MULES MEN|Hurston Zora Neale, 1990, TELL MY HORSE|Hurston Zora Neale, 1996, DUST TRACKS ROAD|KAPLAN C, 1996, EROTICS TALK WOMENS, P99|Meehan Kevin, 2001, WOMEN SEA TRAVEL WRI, P245|Meisenhelder Susan, 1999, HITTING STRAIGHT LIC|Menke Pamela Glenn, 1992, LIT GRIOT, V4, P75|MIKELL G, 1982, PHYLON, V43, P218, DOI 10.2307/274819|NORTH M, 1994, DIALECT MODERNISM RA, P175|PARAVISINIGEBER.L, SACRED POSSESSIONS V, P37|Plant Deborah, 1995, EVERY TUB MUST SIT I|Rugg Linda Haverty, 1997, PICTURING OURSELVES|Seabrook William, 1929, MAGIC ISLAND|Sontag Susan, 1977, PHOTOGRAPHY|Stein R., 1997, SHIFTING GROUND AM W|Trefzer A, 2000, AFR AM REV, V34, P299, DOI 10.2307/2901255|VISWESWARAN K, 1994, FICTIONS FEMINIST ET|Wall Cheryl, 1995, WOMEN HARLEM RENAISS|Willis Susan, 1987, SPECIFYING BLACK WOM","Emery, AF","AFRICAN AMERICAN REVIEW","English","Article","","Emery, AF (reprint author), Dickinson Coll, Carlisle, PA 17013 USA.","32","2","2","0","0","AFRICAN AMERICAN REVIEW","TERRE HAUTE","DEPT ENGLISH, INDIANA STATE UNIV, TERRE HAUTE, IN 47809 USA","1062-4783","AFR AM REV","Afr. Am. Rev.","FAL","2005","39","3","327","336","","10","Literature, American","Literature","988ME","","","Dickinson Coll, Carlisle, PA 17013 USA.","","","","","","","","","","","","","","","","","","","","","","","","1"
"WOS:A1996VL16500172","J","'Zombie' - Oates,JC","Tompkins, C","Oates Joyce Carol, 1995, ZOMBIE","Tompkins, C","WORLD LITERATURE TODAY","English","Book Review","","Tompkins, C (reprint author), ARIZONA STATE UNIV W,PHOENIX,AZ 85069, USA.","1","0","0","0","0","UNIV OKLAHOMA PRESS","NORMAN","UNIVERSITY PRESS BUILDING, 1005 ASP AVE, NORMAN, OK 73019","0196-3570","WORLD LITERATURE TOD","World Lit. Today","SUM","1996","70","3","693","693","10.2307/40042200","1","Literature","Literature","VL165","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"WOS:000294663300005","J","PARASITES AND ZOMBIE GAMMARIDS","Rozen, Daniel E.","Dianne L, 2011, EVOLUTION, V65, P2692, DOI 10.1111/j.1558-5646.2011.01330.x","Rozen, DE","JOURNAL OF EXPERIMENTAL BIOLOGY","English","News Item","","Rozen, DE (reprint author), Univ Manchester, Manchester M13 9PL, Lancs, England.","1","0","0","3","12","COMPANY OF BIOLOGISTS LTD","CAMBRIDGE","BIDDER BUILDING CAMBRIDGE COMMERCIAL PARK COWLEY RD, CAMBRIDGE CB4 4DL,|CAMBS, ENGLAND","0022-0949","J EXP BIOL","J. Exp. Biol.","OCT","2011","214","19","IV","IV","10.1242/jeb.049932","1","Biology","Life Sciences & Biomedicine - Other Topics","817HT","","","Univ Manchester, Manchester M13 9PL, Lancs, England.","daniel.rozen@manchester.ac.uk","","","","","","","","","","","","","","","","Rozen, Daniel/M-9896-2014","Rozen, Daniel/0000-0002-7772-0239","","","","","","1"
"WOS:000363498200020","J","ZOMBIES, THE GEOGRAPHY OF UNCERTAINTY","Borzakian, Manouk","","Borzakian, M","POSITIF","French","Editorial Material","","","0","0","0","2","2","POSITIF EDITIONS","PARIS","12 RUE PIERRE ET MARIE CURIE, 75005 PARIS, FRANCE","0048-4911","POSITIF","Positif","OCT","2015","","656","68","69","","2","Film, Radio, Television","Film, Radio & Television","CU4KR","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"WOS:000231240700042","B","AWS-Net traveler: Autonomic Web Services Framework for autonomic|Business Processes","Caituiro-Monge, H|Rodriguez-Martinez, M","Birman K, 2004, PROC INT CONF SOFTW, P17, DOI 10.1109/ICSE.2004.1317410|DAY J, 2004, CASCON 04 P 2004 C C, P293","Caituiro-Monge, H|Rodriguez-Martinez, M","2005 IEEE INTERNATIONAL CONFERENCE ON SERVICES COMPUTING , VOL 2,|PROCEEDINGS","English","Proceedings Paper","Today's information technologies, such as autonomic computing, offer companies new ways to do businesses. Those that fail to embrace and use such advantages in the next years are in danger to disappear or become zombie ones. In contrast, those pioneering these next-generation technology-business strategies will gain strategic advantage. This paper is about A WS-Net Traveler, which is an Autonomic Web Services Framework for performing Business Processes in an Autonomous mode. The main feature of this proposal is a decentralized architecture that heavily relies on Peer-to-Peer Web Service Brokers to coordinate, plan and perform Web Service choreographies. We introduce the Architecture of a WS-Net Traveler and the description of their main components.","Caituiro-Monge, H (reprint author), Univ Puerto Rico, Mayaguez, PR USA.","2","1","1","0","0","IEEE COMPUTER SOC","LOS ALAMITOS","10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA","","","","","2005","","","270","271","","2","Computer Science, Theory & Methods","Computer Science","BCU18","","","Univ Puerto Rico, Mayaguez, PR USA.","hcaituiro@ece.uprm.edu; manuel@ece.uprm.edu","","","","","","","","","IEEE International Conference on Services Computing","JUL 11-15, 2005","Orlando, FL","IEEE Comp Soc Tech Comm Serv Comp, BEA Syst, IEEE, IBM Res, IEEE IT Profess Magazine","","","","","","","IEEE Comp Soc","","","","2"
"WOS:A1987J218000014","J","INTERVIEWS WITH YOUNG SCIENTISTS .2. AMERICAN SCIENTIST INTERVIEWS|DAVIS,WADE ON ZOMBIES FOLK POISONS AND HAITIAN CULTURE","PRESSE, M|DAVIS, W","Davis Wade, 1985, SERPENT RAINBOW","PRESSE, M|DAVIS, W","AMERICAN SCIENTIST","English","Editorial Material","","","1","3","3","1","3","SIGMA XI-SCI RES SOC","RES TRIANGLE PK","PO BOX 13975, RES TRIANGLE PK, NC 27709","0003-0996","AM SCI","Am. Scientist","JUL-AUG","1987","75","4","412","417","","6","Multidisciplinary Sciences","Science & Technology - Other Topics","J2180","","","","","","","","","","","","","","","","","","","","","","","","","","","2"
"WOS:000360825600005","J","What Is It Like to Be a Psalmist? Unintentional Sin and Moral Agency in|the Psalter","Strawn, Brent A.","Anderson A. A., 1972, NCB, VII, P652|Anderson Gary A., POMEGRANATES GOLDEN, P49|NAGEL T, 1974, PHILOS REV, V83, P435, DOI 10.2307/2183914|*BIBLE, JOB, V13|*BIBLE, PSALMS, V25|*BIBLE, PSS, V119|*BIBLE, PSS, V86|Boda Mark J., 2009, SEVERE MERCY SIN ITS, P395|Botica Aurelian, 2011, CONCEPT INTENTION OL|Briggs Charles Augustus, 1906, CRITICAL EXEGETICAL, VI, p[171, 175]|Brown William P., 2002, SEEING PSALMS THEOLO, P82|Brueggemann Walter, 1984, MESSAGE PSALMS, P88|Chalmers D., 1995, J CONSCIOUSNESS STUD, V2, P200, DOI DOI 10.1093/ACPR0F:0S0/978019531|Chalmers David J., 1996, CONSCIOUS MIND SEARC, P103|Dennett, 1987, CONSCIOUSNESS EXPLAI|Dennett, 2001, PHILOS NEW MILLENNIU, P27|Dennett, 1995, J CONSCIOUSNESS STUD, V2, P322|Dennett Daniel C., 2005, OBSTACLES SCI CONSCI, P25|Dennett Daniel C., 1991, CONSCIOUSNESS EXPLAI, P441|Goldingay John, 2006, BCOTWP, V283, P294|Goldingay John, 2008, BCOTWP, p[374, 425]|Heelas Paul, 1981, INDIGENOUS PSYCHOL A, p[43, 48]|Heelas Paul, INDIGENOUS PSYCHOL, P14|Hossfeld Frank-Lothar, 2011, PSALMS 3 COMMENTARY, P255|Krasovec Joze, 1999, VTSUP, V78, P602|Kraus Hans-Joachim, 1993, PSALMS 60 150 CONTIN, P410|Kwakkel Gert, 2002, ACCORDING MY RIGHTEO|Lindstrom Fredrik, 1994, CONBOT, V37|McNamara Patrick, 2009, NEUROSCIENCE RELIG E, P44, DOI 10.1017/CBO9780511605529.004|Milgrom Jacob, 1983, STUDIES CULTIC THEOL, V36, P132|Miller Patrick D., 2004, FAT, V39, P237|Miller Patrick D., 1994, THEY CRIED LORD FORM, P247|Nagel T, 1998, PHILOSOPHY, V73, P337, DOI 10.1017/S0031819198000035|Newsom CA, 2012, J BIBLICAL LIT, V131, P5|Strawn Brent A., 2015, OXFORD ENCY BIBLE LA, VI, P433|Tate Marvin E., 1990, WBC, V20, P441|van der Toorn Karel, 1985, SSN, V22, P95|Weiser Artur, 1962, OTL, P599|WHYTE Lancelot Law, 1960, UNCONSCIOUS FREUD|Widengren Geo, 1936, ACCADIAN HEBREW PSAL, P186|Williamson R, 2015, J STUD OLD TESTAM, V40, P3, DOI 10.1177/0309089215605784","Strawn, BA","JOURNAL FOR THE STUDY OF THE OLD TESTAMENT","English","Article","This article takes up the problem of unintentional sin in Psalms 19, 90, and 119 to ask what it was like to be a psalmist on the issue of moral agency. In contrast to some reconstructions of ancient Israelite (and Near Eastern) religion, I argue that concerns about intentionalityspecifically its lackindicate that the psalmists were not akin to philosophical zombies: what psalmists did mattered along with how they did it, with knowledge or without. I situate this psalmic way of being with reference to sin vis-a-vis Carol Newsom's work on moral agency in the Hebrew Bible, arguing that moral agency in the Psalms (at least on this matter) nuances some of the categories offered thus far.","Strawn, BA (reprint author), Emory Univ, 1531 Dickey Dr, Atlanta, GA 30322 USA.","41","0","0","8","8","SAGE PUBLICATIONS LTD","LONDON","1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","0309-0892","J STUD OLD TESTAM","J. Stud. Old Testam.","SEP","2015","40","1","61","78","10.1177/0309089215605795","18","Religion","Religion","CQ7ZM","Psalm; sin; intention; consciousness; moral agency; zombies","","Emory Univ, Atlanta, GA 30322 USA.","","","","","","1476-6728","","","","","","","","","","","","","","","","","","1"
